Block,Plot,Wood,Ivy,SeedlingNo,Ht_cm_2011Feb14,Ht_cm_2011May10,Ht_cm_2011Aug8,Ht_cm_2011Nov8,Status_2011Nov8,Ht_cm_2012Feb7,Status_2012Feb7,Ht_cm_2012May10,Status_2012May10,Ht_cm_2012Aug3,Status_2012Aug3,Notes
1,13-Jan,1,1,R292,4.5,3.9,8.8,4.3,1,4.3,1,4.5,1,5.2,1,
1,13-Jan,1,1,R388,5.2,4,3.9,3.8,1,4.3,1,6.1,1,3.4,1,
1,13-Jan,1,1,G75,3.5,3.2,4.1,3.8,1,2.6,1,3.5,1,,0,TR
1,13-Jan,1,1,R68,3.2,4,,,0,,0,,0,,0,TR
1,13-Jan,1,1,R55,4.8,4.8,5.4,5,1,6.3,1,4.8,1,6,1,
1,13-Jan,1,1,R62,3.6,2.6,4.3,3.8,1,3.2,1,2.4,1,,0,TR
1,13-Jan,1,1,R183,5.2,5.4,4.7,4.3,1,4.9,1,4.3,1,5,1,
1,13-Jan,1,1,R48,2.7,2.7,3,3.4,1,3.6,1,3.3,1,3.2,1,
1,13-Jan,1,1,R50,4.7,4.7,4.2,4,1,3.6,1,4.7,1,3.7,1,
1,13-Jan,1,1,R75,3.5,3.1,4.3,4.4,1,4.7,1,3.8,1,4.2,1,
2,1-Feb,0,1,R10,3.5,3.2,3.7,3.9,1,3.8,1,,1,3.2,1,
2,1-Feb,0,1,G2,4.4,4.1,3.8,,0,,0,,0,,0,TR
2,1-Feb,0,1,G3,6.4,6.3,5.7,6.7,1,4.7,1,,1,6.1,1,Missing tag
2,1-Feb,0,1,G228,3,3.1,6,,0,,0,,0,,0,TR
2,1-Feb,0,1,G98,1.8,1.8,1.3,,0,,0,,0,,0,
2,1-Feb,0,1,G97,3.8,5.2,3.7,,0,,0,,0,,0,
2,1-Feb,0,1,G91,2.7,2.6,2.8,,0,,0,,0,,0,TR
2,1-Feb,0,1,G308,4,3.8,4.3,,0,,0,,0,,0,TR
2,1-Feb,0,1,R350,6.4,6.8,6.3,,0,,0,,0,,0,TR
2,1-Feb,0,1,R347,4.9,5.6,4.5,,0,,0,,0,,0,
2,1-Feb,0,1,R343,6.3,5.2,5.2,,0,,0,,0,,0,TR
2,1-Feb,0,1,W370,3.5,3.8,3.2,,0,,0,,0,,0,TR
2,1-Feb,0,1,R328,6.2,6,4.9,,0,,0,,0,,0,TR
2,1-Feb,0,1,R349,5.2,4.3,4.7,,0,,0,,0,,0,TR
2,1-Feb,0,1,W57,4.7,3.6,4.2,,0,,0,,0,,0,TR
2,1-Feb,0,1,W369,3.4,3.2,1.6,,0,,0,,0,,0,TR
2,5-Feb,0,0,G92,4,3.6,4.4,,0,,0,,0,,0,TR
2,5-Feb,0,0,G93,3,2.4,4.8,4.9,1,4.2,1,5.1,1,4.4,1,
2,5-Feb,0,0,R63,3,3,5.6,5.8,1,4.5,1,6.2,1,,0,TR
2,5-Feb,0,0,R45,2.7,2.9,4.7,4.6,1,4.7,1,5.2,1,5.2,1,
2,5-Feb,0,0,R116,3.4,2.5,4.6,3.9,1,2.5,1,4.1,1,6.2,1,
2,5-Feb,0,0,G86,3.5,3,6.1,6.1,1,5.6,1,7,1,8.2,1,
2,5-Feb,0,0,G137,3,2.6,4.3,4.4,1,4.5,1,2.8,1,,0,TR
2,5-Feb,0,0,G144,3.1,3.7,5.8,5.9,1,5.6,1,5.1,1,3.8,1,
2,5-Feb,0,0,W376,2.5,2.4,,,0,,0,,0,,0,TR
2,5-Feb,0,0,R348,4.5,5.3,5,5.2,1,4.7,1,3.1,1,3.5,1,
2,5-Feb,0,0,R235,3.1,1.9,1.8,,0,,0,,0,,0,TR
2,5-Feb,0,0,W375,5.5,5.3,6.8,7.1,1,6.5,1,5.8,1,4.9,1,
2,5-Feb,0,0,W129,4,5,4.4,,0,,0,,0,,0,TR
2,5-Feb,0,0,R326,5,4.7,5,5.3,1,4.2,1,4.9,1,3.3,1,
2,5-Feb,0,0,W600,5.1,3.7,4.5,4.1,1,3,1,3.8,1,,0,TR
2,5-Feb,0,0,R345,4.5,3.8,5.8,5.4,1,3.2,1,4.2,1,6.8,1,
2,9-Feb,1,1,R194,1.3,1.9,1.1,2,1,2.7,1,1.3,1,3,1,Missing tag
2,9-Feb,1,1,R59,3.2,3,3.5,3.4,1,3.4,1,3.5,1,4.8,1,
2,9-Feb,1,1,G547,3.8,4.1,5.1,5.7,1,5,1,5.7,1,5.6,1,
2,9-Feb,1,1,R1,3.5,3.9,4.1,4.2,1,4.6,1,5.2,1,5.8,1,
2,9-Feb,1,1,G351,2.7,2.6,2.6,2.5,1,3.2,1,2.9,1,3,1,
2,9-Feb,1,1,G358,5,4.8,6,6.9,1,6.7,1,5.5,1,8.1,1,
2,9-Feb,1,1,G8,3.6,4.1,4,5,1,4.4,1,4.1,1,5.1,1,
2,9-Feb,1,1,G7,3.2,2.9,4.1,4.1,1,3.6,1,3.3,1,4.3,1,
2,9-Feb,1,1,R377,5.2,5,4.7,4.8,1,5.3,1,,0,,0,Missing tag
2,9-Feb,1,1,W295,1.1,1.9,2.2,2.1,1,2.1,1,2.8,1,2.6,1,
2,9-Feb,1,1,R384,4.8,4.7,5.6,4.7,1,5.3,1,3.9,1,6.4,1,
2,9-Feb,1,1,R268,5,4.2,4,4.2,1,3.2,1,3.6,1,3.9,1,
2,9-Feb,1,1,W340,4.3,4.4,5,4.3,1,5.2,1,4.4,1,,0,TR
2,9-Feb,1,1,W384,5.5,3.9,4.7,4.8,1,4.5,1,4.6,1,5.3,1,
2,9-Feb,1,1,W371,5.6,3.3,3.7,4.4,1,4.4,1,4.2,1,4.5,1,
2,9-Feb,1,1,W213,3.1,3.5,4.4,6.1,1,4.1,1,3.7,1,3.9,1,
2,13-Feb,1,0,G466,2.4,2.3,3.4,3.7,1,3.9,1,5.4,1,6.3,1,
2,13-Feb,1,0,R123,2,1.8,2.1,,0,,0,,0,,0,TR
2,13-Feb,1,0,G16,3.5,3.3,3.5,3.8,1,3.6,1,4.3,1,4.2,1,
2,13-Feb,1,0,G12,3.6,3.5,5,4.3,1,4.2,1,3.4,1,5.9,1,
2,13-Feb,1,0,G17,4.2,4.5,5.3,5.5,1,6,1,4.4,1,5.5,1,
2,13-Feb,1,0,R110,2.5,3,2.8,3.3,1,3.3,1,2.5,1,4.2,1,
2,13-Feb,1,0,R40,3.1,3.3,4.2,3.7,1,3.9,1,3,1,2.8,1,some yellow needles
2,13-Feb,1,0,G473,3.5,4,5.6,3.8,1,4.4,1,4.8,1,3.8,1,
2,13-Feb,1,0,W342,3.6,4.2,4.2,5.8,1,4.5,1,3.5,1,7.3,1,
2,13-Feb,1,0,W151,5.2,4.5,4.1,6.2,1,5.4,1,4.6,1,6,1,
2,13-Feb,1,0,R313,5.5,5.8,5.1,5.9,1,6.2,1,2.8,1,4.4,1,Missing tag
2,13-Feb,1,0,R308,4.8,5,4.6,6.2,1,5.4,1,2.4,1,3.3,1,
2,13-Feb,1,0,W308,5,4.6,5.9,5,1,4.3,1,5.3,1,5.6,1,
2,13-Feb,1,0,R316,5.1,4.7,4.3,4.7,1,4.5,1,5,1,6.8,1,Missing tag
2,13-Feb,1,0,R227,4,4.1,3.5,3.8,1,3.5,1,2.9,1,2.8,1,
2,13-Feb,1,0,R275,4.8,6.7,6.5,4.5,1,3.3,1,3.3,1,3.2,1,uprooted
4,1-Apr,0,1,R182,4.2,4.5,3.7,,0,,0,,0,,0,TR
4,1-Apr,0,1,R51,2.7,4,3.7,,0,,0,,0,,0,TR
4,1-Apr,0,1,R156,5.5,4,3.9,,0,,0,,0,,0,TR
4,1-Apr,0,1,G586,3.2,4.6,,,0,,0,,0,,0,TR
4,1-Apr,0,1,R173,2.7,3.6,3.1,,0,,0,,0,,0,TR
4,1-Apr,0,1,R155,5.2,5.5,5.5,,0,,0,,0,,0,TR
4,1-Apr,0,1,R192,4.8,4.3,,,0,,0,,0,,0,TR
4,1-Apr,0,1,G11,5.6,4.4,4.7,,0,,0,,0,,0,TR
4,1-Apr,0,1,W325,3.4,3.6,,,0,,0,,0,,0,TR
4,1-Apr,0,1,W45,3.6,4.4,3.8,,0,,0,,0,,0,TR
4,1-Apr,0,1,R239,3.5,4.1,3.4,,0,,0,,0,,0,TR
4,1-Apr,0,1,R231,5.2,5.9,,,0,,0,,0,,0,TR
4,1-Apr,0,1,R382,3.7,3.8,,,0,,0,,0,,0,TR
4,1-Apr,0,1,W351,3.1,2,,,0,,0,,0,,0,TR
4,1-Apr,0,1,R365,3.4,3.3,,,0,,0,,0,,0,TR
4,1-Apr,0,1,W335,5,4,3.9,,0,,0,,0,,0,TR
4,5-Apr,0,0,R58,1.8,1.5,,,0,,0,,0,,0,TR
4,5-Apr,0,0,R184,3.4,3,2.2,,0,,0,,0,,0,TR
4,5-Apr,0,0,R181,3.5,3.6,3.8,,0,,0,,0,,0,TR
4,5-Apr,0,0,R32,2.7,3.6,2.2,,0,,0,,0,,0,TR
4,5-Apr,0,0,G306,2.9,3.1,2.3,,0,,0,,0,,0,TR
4,5-Apr,0,0,R79,2,1.4,,,0,,0,,0,,0,TR
4,5-Apr,0,0,R189,4.5,3,3.3,,0,,0,,0,,0,TR
4,5-Apr,0,0,R169,5.5,5.5,6.3,,0,,0,,0,,0,TR
4,5-Apr,0,0,W124,5.1,2.4,4.2,,0,,0,,0,,0,TR
4,5-Apr,0,0,R383,5.2,3.3,3.3,,0,,0,,0,,0,TR
4,5-Apr,0,0,R294,1,1.1,M,,0,,0,,0,,0,TR
4,5-Apr,0,0,R330,3.8,3.1,2.7,,0,,0,,0,,0,TR
4,5-Apr,0,0,W110,3.6,2.8,2.2,,0,,0,,0,,0,TR
4,5-Apr,0,0,R230,3,2.4,2.3,,0,,0,,0,,0,TR
4,5-Apr,0,0,W302,2.1,3.3,2.8,,0,,0,,0,,0,TR
4,5-Apr,0,0,R269,3.4,3.6,3.3,,0,,0,,0,,0,TR
4,9-Apr,1,1,G39,6,5.9,6.9,6.2,1,5.2,1,6.2,1,5.5,,
4,9-Apr,1,1,R187,4.2,3.9,4.6,,0,,0,,0,,0,
4,9-Apr,1,1,R4,3.8,4,3.7,,0,,0,,0,,0,
4,9-Apr,1,1,R167,1.8,2.3,1.9,,0,,0,,0,,0,TR
4,9-Apr,1,1,R11,4,4.2,4.3,5.2,1,5.8,1,6,1,6.2,,
4,9-Apr,1,1,R193,3.8,4.1,4.2,3.3,1,2.7,1,3.2,1,,0,TR
4,9-Apr,1,1,R195,4.8,3.5,,,0,,0,,0,,0,TR
4,9-Apr,1,1,G41,5.7,4.6,7.4,,0,,0,,0,,0,TR
4,9-Apr,1,1,W50,4.6,5.9,5.3,6.2,1,4.7,1,4.2,1,3.9,,
4,9-Apr,1,1,R274,3.4,4.4,2.9,4.6,1,,0,,0,,0,
4,9-Apr,1,1,R263,4.3,4.5,5,5.7,1,,0,,0,,0,TR
4,9-Apr,1,1,R151,5,6.5,4.9,4.8,1,4.6,1,,0,,0,TR
4,9-Apr,1,1,W358,4.1,3.9,4.6,4.2,1,3.8,1,4.8,1,4.8,1,
4,9-Apr,1,1,R346,4.1,3,3.3,3.4,1,3.7,1,,0,,0,
4,9-Apr,1,1,R375,5.6,6.2,5.5,5.3,1,4.8,1,5.7,1,6.3,1,
4,13-Apr,1,0,R145,4,4,3.7,6.2,1,4.5,1,4.1,1,4.4,1,
4,13-Apr,1,0,R39,2.1,2.9,,,0,,0,,0,,0,TR
4,13-Apr,1,0,R179,5,5.5,4.6,5.2,1,3.3,1,3.1,1,5.5,1,
4,13-Apr,1,0,R144,5.6,4.9,4.8,5.5,1,,0,,0,,0,TR
4,13-Apr,1,0,R80,5.1,4.6,5,4.6,1,3.7,1,4,1,3.9,1,
4,13-Apr,1,0,R139,4,3.5,,,0,,0,,0,,0,
4,13-Apr,1,0,R199,4.2,4.7,4.2,5.7,1,4.4,1,4,1,3.9,1,Missing tag
4,13-Apr,1,0,R186,4.2,4,6,,0,,0,,0,,0,TR
4,13-Apr,1,0,R338,3.3,3,5.2,6.2,1,4.7,1,,0,,0,TR
4,13-Apr,1,0,R295,4.1,4.4,5,,0,,0,,0,,0,
4,13-Apr,1,0,R228,2,3.5,3.6,4.9,1,,0,,0,,0,
4,13-Apr,1,0,W109,3.5,4.2,3.6,,0,,0,,0,,0,
4,13-Apr,1,0,R168,3.6,4.3,4.2,4.1,1,2.6,1,,0,,0,TR
4,13-Apr,1,0,W102,4.1,4.6,5.2,5.8,1,5.2,1,5.4,1,5.9,1,
4,13-Apr,1,0,W362,3.6,4,5.3,4.3,1,,0,,0,,0,TR
4,13-Apr,1,0,W37,4,3.9,,,0,,0,,0,,0,TR
5,1-May,0,0,R109,5.1,5,6,6.3,1,5.6,1,4.8,1,6.2,1,
5,1-May,0,0,G38,3.8,,,,0,,0,,0,,0,
5,1-May,0,0,G483,2.5,2.1,2.2,2.2,1,1.7,1,2.3,1,2.5,1,Refound tag
5,1-May,0,0,R102,5,5.5,4.7,,0,,0,,0,,0,TR
5,1-May,0,0,R111,1.6,1.4,2,,0,,0,,0,,0,TR
5,1-May,0,0,R52,2.8,3,2.7,3.5,1,3.1,1,3.8,1,3.7,1,
5,1-May,0,0,G232,4,,,,0,,0,,0,,0,TR
5,1-May,0,0,G554,3.1,3.7,3.3,4.2,1,2.9,1,3.8,1,3.4,1,
5,1-May,0,0,R329,3.5,3.6,1.8,3.2,1,3.2,1,2.6,1,1.4,1,
5,1-May,0,0,W461,5.8,5.2,,,0,,0,,0,,0,TR
5,1-May,0,0,R367,2.8,3.5,2.1,,0,,0,,0,,0,TR
5,1-May,0,0,R335,4.5,3.5,3.8,,0,,0,,0,,0,TR
5,1-May,0,0,R332,5,5.5,4.9,5.8,1,3,1,5.1,1,4.6,1,
5,1-May,0,0,W393,5.2,4.1,2.4,,0,,0,,0,,0,TR
5,1-May,0,0,W182,2.9,1.3,1.4,1.4,1,2,1,1.5,1,2.4,1,
5,1-May,0,0,W214,5.2,5,5.4,4.2,1,3.8,1,,0,,0,TR
5,5-May,0,1,R129,3.2,3.8,4.2,,0,,0,,0,,0,TR
5,5-May,0,1,R128,3.1,3,2.9,,0,,0,,0,,0,TR
5,5-May,0,1,R127,4.3,3.8,3.5,3.3,1,3.2,1,3.6,1,2.9,1,
5,5-May,0,1,R98,3.2,2.5,,,0,,0,,0,,0,TR
5,5-May,0,1,R12,3.8,3.5,3,,0,,0,,0,,0,TR
5,5-May,0,1,R5,3.5,3.5,2.3,,0,,0,,0,,0,TR
5,5-May,0,1,G35,4,4.3,3.3,4.3,1,3.6,1,3.3,1,3.4,1,
5,5-May,0,1,R130,7.8,6.7,7.3,7.1,1,7.1,1,7.5,1,8.4,1,
5,5-May,0,1,W410,4.2,2.6,3.4,,0,,0,,0,,0,TR
5,5-May,0,1,R250,2.6,2,3.7,3.6,1,,0,,0,,0,TR
5,5-May,0,1,R351,2.7,3.3,3.1,3.9,1,3.8,1,3.8,1,3.2,1,Some yellow needles
5,5-May,0,1,R340,3.4,4.7,4.7,4.5,1,4,1,4.2,1,4.1,1,
5,5-May,0,1,W315,6.1,5.5,5.2,5.4,1,5.5,1,3.5,1,3.5,1,
5,5-May,0,1,R353,4.6,4.2,5.2,5.8,1,4.2,1,3.7,1,4,1,
5,5-May,0,1,W313,5.1,5,5.3,5.2,1,4.1,1,,0,,0,TR
5,5-May,0,1,R321,6.2,6,6.4,6.3,1,5.5,1,4.3,1,6.6,1,
5,9-May,1,0,R143,3.3,3,2.9,3.3,1,3.9,1,3.2,1,4.8,1,
5,9-May,1,0,R70,3.7,4.1,4.4,4.1,1,3.9,1,3.2,1,4.8,1,
5,9-May,1,0,R188,3.8,3.7,4.4,4.4,1,5,1,5.1,1,5.3,1,
5,9-May,1,0,G390,5.1,4.1,5.3,5.1,1,5,1,5.3,1,6.6,1,
5,9-May,1,0,R149,4.7,5,4,4.8,1,3.8,1,3.6,1,,0,TR
5,9-May,1,0,G50,3,3.3,5.2,4.7,1,3.8,1,4.5,1,4.6,1,
5,9-May,1,0,G57,3.6,3.5,6.3,5.2,1,5.2,1,6.4,1,8,1,
5,9-May,1,0,R21,2.8,2.1,1.8,2.3,1,1.7,1,2.3,1,2,1,
5,9-May,1,0,R331,3.5,1.8,3.8,4.2,1,3.8,1,3.6,1,5,1,
5,9-May,1,0,W343,2.1,4.1,4.3,3.2,1,4.8,1,4.4,1,4.5,1,
5,9-May,1,0,R310,2.8,2.3,3.8,3.8,1,3.4,1,3.7,1,5.7,1,
5,9-May,1,0,R385,4.2,4,4.3,4.3,1,4.3,1,3.9,1,10.2,1,
5,9-May,1,0,W126,3.2,3.8,4.8,3.5,1,4.2,1,4.4,1,6.9,1,
5,9-May,1,0,W338,3.5,2.6,4.2,4.4,1,4.3,1,4.3,1,5.2,1,
5,9-May,1,0,W589,3.8,4.6,5.4,5.4,1,5.3,1,5.8,1,7.2,1,
5,9-May,1,0,W194,4.2,4.5,4.8,5.7,1,4.2,1,4.9,1,5.8,1,
6,1-Jun,0,1,G579,5,5.2,4.8,,0,,0,,0,,0,TR
6,1-Jun,0,1,R138,3.1,3.1,,,0,,0,,0,,0,TR
6,1-Jun,0,1,R276,4.2,4.2,3.3,,0,,0,,0,,0,TR
6,1-Jun,0,1,R358,5.6,5.5,5.6,,0,,0,,0,,0,TR
6,1-Jun,0,1,G578,4.2,2.7,2.6,3.6,1,3.8,1,2.9,1,,0,TR
6,1-Jun,0,1,G59,3.5,2.8,2.2,,0,,0,,0,,0,TR
6,1-Jun,0,1,R260,3,2.7,2.2,,0,,0,,0,,0,TR
6,1-Jun,0,1,R322,3.5,3.4,3,,0,,0,,0,,0,TR
6,1-Jun,0,1,G66,4.4,4,4.1,,0,,0,,0,,0,TR
6,1-Jun,0,1,G43,3,3,1.7,,0,,0,,0,,0,TR
6,1-Jun,0,1,R278,3.6,3.1,3.5,3.3,1,,0,,0,,0,TR
6,1-Jun,0,1,R232,2.5,2.2,1.8,,0,,0,,0,,0,TR
6,1-Jun,0,1,R35,1.7,1.3,1.2,,0,,0,,0,,0,TR
6,1-Jun,0,1,G36,3.2,2.9,3.7,,0,,0,,0,,0,TR
6,1-Jun,0,1,R234,3.2,2.2,1.7,,0,,0,,0,,0,TR
6,1-Jun,0,1,W121,3.6,3.8,3.2,,0,,0,,0,,0,TR
6,5-Jun,0,0,G44,2.5,2.7,2.3,,0,,0,,0,,0,TR
6,5-Jun,0,0,G62,5.2,4.5,5.6,4.9,1,,0,,0,,0,TR
6,5-Jun,0,0,R395,5.8,5.7,5.3,5.8,1,,0,,0,,0,
6,5-Jun,0,0,W305,3.9,2,,,0,,0,,0,,0,TR
6,5-Jun,0,0,G32,3.5,3.2,3.7,,0,,0,,0,,0,TR
6,5-Jun,0,0,R140,4.4,3.9,2.6,,0,,0,,0,,0,TR
6,5-Jun,0,0,W332,3.1,3.6,6.1,,0,,0,,0,,0,TR
6,5-Jun,0,0,R396,2.3,2.6,3.8,3.5,1,3.9,1,3,1,3.1,1,Was buried a bit
6,5-Jun,0,0,R117,3.2,2.6,4,,0,,0,,0,,0,TR
6,5-Jun,0,0,G127,5.7,4.7,2.8,,0,,0,,0,,0,TR
6,5-Jun,0,0,R288,3.8,3.5,2.9,,0,,0,,0,,0,TR
6,5-Jun,0,0,W127,3.6,3.4,4.1,,0,,0,,0,,0,TR
6,5-Jun,0,0,R99,2.8,2.3,1.6,,0,,0,,0,,0,TR
6,5-Jun,0,0,R72,2,2.1,1.3,,0,,0,,0,,0,TR
6,5-Jun,0,0,W596,5,4.5,3.6,,0,,0,,0,,0,TR
6,5-Jun,0,0,R237,4.1,2.8,2.6,,0,,0,,0,,0,TR
6,9-Jun,1,1,G474,3.8,5.8,4.8,,0,,0,,0,,0,TR
6,9-Jun,1,1,G65,4,3.9,5.6,7.3,1,7.2,1,4.3,1,5.6,1,Refound tag
6,9-Jun,1,1,R386,5,3.1,2.6,2.3,1,1.8,1,1.2,1,2.7,1,
6,9-Jun,1,1,R315,2.6,5.6,,,0,,0,,0,,0,TR
6,9-Jun,1,1,R137,5.3,5.2,4.8,5.2,1,5.1,1,4.9,1,5.9,1,
6,9-Jun,1,1,R13,1.3,2.6,1.7,2.1,1,2.6,1,2.3,1,2.5,1,
6,9-Jun,1,1,R318,4.5,4.2,5.1,3.8,1,4.2,1,4,1,5.3,1,
6,9-Jun,1,1,R352,4,6.1,4.2,3.8,1,3.9,1,3.2,1,4.8,1,
6,9-Jun,1,1,R26,1.4,2.1,2.9,2.3,1,2.3,1,2.1,1,2.8,1,
6,9-Jun,1,1,R118,2.5,3.5,2.7,2.8,1,3.2,1,2.7,1,3.3,1,
6,9-Jun,1,1,R370,3.2,4,3.2,3.3,1,3.6,1,3.2,1,3.2,1,
6,9-Jun,1,1,R279,3.7,3.9,2.6,2.8,1,4.3,1,4.1,1,4.4,1,
6,9-Jun,1,1,R122,3.8,3.8,4.3,,0,,0,,0,,0,TR
6,9-Jun,1,1,R150,4.5,4.3,3.4,3.6,1,4.4,1,3.4,1,3.4,1,
6,9-Jun,1,1,R304,3.8,2.8,2.1,2.4,1,2.5,1,1.4,1,2.3,1,
6,9-Jun,1,1,W38,4.1,4.1,2.6,3.8,1,4.2,1,4.5,1,4.1,1,
6,13-Jun,1,0,G487,5,3.9,4.4,5.5,1,5.3,1,5.2,1,5.9,1,
6,13-Jun,1,0,G46,4,3.4,3.5,4.2,1,4.1,1,4.4,1,4.6,1,
6,13-Jun,1,0,W360,5.1,4.5,3.6,5,1,4.9,1,4.8,1,5.9,1,
6,13-Jun,1,0,R357,3.1,3,3.2,4.2,1,4,1,3.6,1,3.9,1,
6,13-Jun,1,0,R17,4.8,5.5,5.3,5.8,1,5.1,1,4.2,1,4.2,1,
6,13-Jun,1,0,R67,4.1,3.8,4.5,4.7,1,4.4,1,3.4,1,3.3,1,
6,13-Jun,1,0,R325,4.7,6,4.8,5.9,1,5.6,1,5.3,1,5.3,1,
6,13-Jun,1,0,W361,3.1,3.8,5.6,5.3,1,5.4,1,3.5,1,4.6,1,
6,13-Jun,1,0,R60,3.2,2,3.6,4.3,1,3.9,1,4.5,1,4,1,
6,13-Jun,1,0,G52,4.5,3.4,5.3,5.8,1,5.5,1,5.4,1,7,1,
6,13-Jun,1,0,R307,4.7,4.8,4,5.3,1,4.7,1,4.1,1,4.4,1,
6,13-Jun,1,0,R371,5,4.7,5.2,4,1,4.6,1,3.4,1,5.3,1,
6,13-Jun,1,0,R22,4.2,4.9,4.4,4.9,1,5,1,5.1,1,5.4,1,
6,13-Jun,1,0,G362,3.8,5.1,6.6,6.1,1,5.2,1,4.6,1,5.5,1,
6,13-Jun,1,0,R364,3.6,5.3,2.6,,0,,0,,0,,0,
